alerta_id,tipo_alerta,severidad,score_alerta,estado,descripcion,fecha_creacion,fecha_cierre,es_falso_positivo,reglas_disparadas,acciones_recomendadas,analista_asignado
AL0000092,VELOCIDAD_ANOMALA,4,0.77,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0007293,2026-03-05T04:16:33Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000093,PATRON_SOSPECHOSO,4,0.80,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003282,2026-03-22T13:38:57Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000094,DISPOSITIVO_COMPROMETIDO,4,0.83,CERRADA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005275,2026-04-18T03:18:33Z,2026-04-30,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_05
AL0000095,DISPOSITIVO_COMPROMETIDO,4,0.83,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0004854,2025-11-01T23:17:55Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_16
AL0000096,PATRON_SOSPECHOSO,4,0.81,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007415,2025-12-18T12:22:19Z,2025-12-20,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000097,PATRON_SOSPECHOSO,4,0.86,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003788,2026-01-13T04:02:43Z,2026-01-21,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000098,PATRON_SOSPECHOSO,4,0.84,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008240,2026-01-15T02:15:55Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000099,PATRON_SOSPECHOSO,4,0.81,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000905,2026-01-15T02:47:35Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_22
AL0000100,DISPOSITIVO_COMPROMETIDO,4,0.88,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0001704,2026-02-11T02:16:47Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000101,DISPOSITIVO_COMPROMETIDO,4,0.82,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006009,2026-02-13T11:04:19Z,,false,R4_DISPOSITIVO|R8_HIGH_VALUE,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000102,VELOCIDAD_ANOMALA,4,0.80,CERRADA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0001782,2026-02-26T03:12:08Z,2026-03-09,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000103,DISPOSITIVO_COMPROMETIDO,4,0.82,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005049,2026-04-02T11:38:23Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_14
AL0000104,COMERCIO_BLACKLIST,4,0.80,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0004936,2026-04-03T09:12:02Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000105,COMERCIO_BLACKLIST,4,0.77,ABIERTA,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0001207,2026-04-15T13:58:18Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000106,DISPOSITIVO_COMPROMETIDO,4,0.76,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0000696,2026-04-20T21:15:31Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_06
AL0000107,PATRON_SOSPECHOSO,4,0.77,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004214,2025-10-30T02:09:54Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_05
AL0000108,PATRON_SOSPECHOSO,4,0.85,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001354,2025-10-31T23:52:04Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_14
AL0000109,PATRON_SOSPECHOSO,4,0.85,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005907,2025-12-02T01:17:30Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000110,DISPOSITIVO_COMPROMETIDO,4,0.84,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0001693,2025-12-06T15:27:47Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000111,PATRON_SOSPECHOSO,4,0.86,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008441,2025-12-18T13:18:52Z,2025-12-20,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000112,PATRON_SOSPECHOSO,4,0.79,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003258,2026-01-08T05:02:02Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_12
AL0000113,VELOCIDAD_ANOMALA,4,0.80,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0000353,2026-01-22T03:18:37Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000114,DISPOSITIVO_COMPROMETIDO,4,0.86,CERRADA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0004605,2026-02-06T06:25:41Z,2026-02-17,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_06
AL0000115,PATRON_SOSPECHOSO,4,0.86,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000361,2026-02-20T01:06:22Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000116,DISPOSITIVO_COMPROMETIDO,4,0.79,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005962,2026-02-26T13:15:13Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_22
AL0000117,PATRON_SOSPECHOSO,4,0.85,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007195,2026-03-09T02:44:45Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000118,ALTO_MONTO_INTERNACIONAL,4,0.75,ABIERTA,Alerta generada por ALTO_MONTO_INTERNACIONAL en transaccion TX0004877,2026-03-23T23:18:08Z,,false,R1_ALTO_MONTO_INTL|R7_GEO_MISMATCH|R8_HIGH_VALUE,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000119,VELOCIDAD_ANOMALA,4,0.85,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0008519,2025-11-09T02:55:49Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_10
AL0000120,PATRON_SOSPECHOSO,4,0.81,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008229,2025-12-10T00:19:58Z,,false,R5_PATRON_RED,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000121,VELOCIDAD_ANOMALA,4,0.84,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0000344,2025-12-21T08:09:39Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000122,COMERCIO_BLACKLIST,4,0.76,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0001743,2026-01-13T06:52:39Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000123,DISPOSITIVO_COMPROMETIDO,4,0.81,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0000347,2026-01-15T17:34:11Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000124,PATRON_SOSPECHOSO,4,0.82,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003033,2026-01-30T02:31:13Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_12
AL0000125,PATRON_SOSPECHOSO,4,0.83,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005371,2026-02-03T04:21:23Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000126,VELOCIDAD_ANOMALA,4,0.75,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0006337,2026-02-07T17:02:52Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000127,DISPOSITIVO_COMPROMETIDO,4,0.81,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0001314,2026-02-15T13:50:02Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_10
AL0000128,PATRON_SOSPECHOSO,4,0.84,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005003,2026-02-16T00:31:59Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000129,PATRON_SOSPECHOSO,4,0.82,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007881,2026-02-19T01:42:27Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000130,PATRON_SOSPECHOSO,4,0.84,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006650,2026-02-24T03:27:51Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000131,DISPOSITIVO_COMPROMETIDO,4,0.78,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006848,2026-03-04T13:36:30Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_17
AL0000132,COMERCIO_BLACKLIST,4,0.76,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0008050,2026-03-07T20:17:34Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000133,DISPOSITIVO_COMPROMETIDO,4,0.79,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0002240,2026-03-10T08:46:21Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_22
AL0000134,ALTO_MONTO_INTERNACIONAL,4,0.75,EN_INVESTIGACION,Alerta generada por ALTO_MONTO_INTERNACIONAL en transaccion TX0004066,2026-03-15T11:10:30Z,,false,R1_ALTO_MONTO_INTL|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000135,PATRON_SOSPECHOSO,4,0.84,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002834,2026-03-16T00:22:38Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000136,PATRON_SOSPECHOSO,4,0.86,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003235,2026-04-11T04:09:53Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000137,PATRON_SOSPECHOSO,4,0.83,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004078,2025-10-27T03:50:33Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_04
AL0000138,PATRON_SOSPECHOSO,4,0.73,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007949,2025-11-16T11:54:03Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000139,PATRON_SOSPECHOSO,4,0.83,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007310,2025-12-04T06:01:08Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000140,COMERCIO_BLACKLIST,4,0.85,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0008787,2025-12-10T16:51:11Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_16
AL0000141,PATRON_SOSPECHOSO,4,0.75,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006326,2025-12-17T03:20:42Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000142,PATRON_SOSPECHOSO,4,0.78,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007701,2025-12-21T07:48:39Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000143,DISPOSITIVO_COMPROMETIDO,4,0.83,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005533,2025-12-21T23:45:57Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000144,DISPOSITIVO_COMPROMETIDO,4,0.78,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006281,2025-12-31T07:22:09Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000145,PATRON_SOSPECHOSO,4,0.78,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004883,2026-01-07T03:00:19Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000146,VELOCIDAD_ANOMALA,4,0.83,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0007363,2026-01-07T03:54:05Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
AL0000147,PATRON_SOSPECHOSO,4,0.77,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002916,2026-01-11T00:31:07Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000148,PATRON_SOSPECHOSO,4,0.78,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002341,2026-01-14T04:51:02Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000149,DISPOSITIVO_COMPROMETIDO,4,0.76,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006996,2026-01-15T04:52:03Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_18
AL0000150,PATRON_SOSPECHOSO,4,0.74,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006412,2026-01-23T02:40:01Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_06
AL0000151,VELOCIDAD_ANOMALA,4,0.84,CERRADA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0004579,2026-01-27T15:11:27Z,2026-01-29,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_10
AL0000152,PATRON_SOSPECHOSO,4,0.81,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0000342,2026-01-27T20:45:38Z,2026-01-30,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_12
AL0000153,VELOCIDAD_ANOMALA,4,0.79,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0005387,2026-01-28T23:02:09Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_04
AL0000154,PATRON_SOSPECHOSO,4,0.84,CERRADA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006339,2026-02-01T23:14:46Z,2026-02-06,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_10
AL0000155,VELOCIDAD_ANOMALA,4,0.82,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0003241,2026-02-07T20:58:21Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_15
AL0000156,DISPOSITIVO_COMPROMETIDO,4,0.81,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0004041,2026-02-28T17:55:43Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000157,PATRON_SOSPECHOSO,4,0.81,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0003124,2026-03-13T21:01:31Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
AL0000158,VELOCIDAD_ANOMALA,4,0.75,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0005230,2026-04-02T15:20:51Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000159,DISPOSITIVO_COMPROMETIDO,4,0.78,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0006098,2026-04-03T03:57:30Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000160,DISPOSITIVO_COMPROMETIDO,4,0.79,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0001784,2025-10-24T08:25:11Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000161,DISPOSITIVO_COMPROMETIDO,4,0.83,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0005769,2025-10-29T10:54:12Z,,true,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_02
AL0000162,PATRON_SOSPECHOSO,4,0.75,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0002658,2025-11-09T01:23:49Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_14
AL0000163,DISPOSITIVO_COMPROMETIDO,4,0.76,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0004474,2025-11-14T14:56:01Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000164,DISPOSITIVO_COMPROMETIDO,4,0.76,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0002131,2025-12-01T01:11:47Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000165,DISPOSITIVO_COMPROMETIDO,4,0.77,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0002050,2025-12-06T06:23:23Z,,false,R4_DISPOSITIVO|R8_HIGH_VALUE,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000166,PATRON_SOSPECHOSO,4,0.76,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006015,2025-12-26T03:21:06Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_11
AL0000167,PATRON_SOSPECHOSO,4,0.83,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007980,2026-01-23T03:19:36Z,,true,R5_PATRON_RED,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_19
AL0000168,PATRON_SOSPECHOSO,4,0.81,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0001696,2026-01-26T02:31:03Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_06
AL0000169,PATRON_SOSPECHOSO,4,0.75,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005322,2026-02-09T01:29:33Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000170,VELOCIDAD_ANOMALA,4,0.81,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0002928,2026-02-14T22:31:24Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_20
AL0000171,VELOCIDAD_ANOMALA,4,0.72,ABIERTA,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0005053,2026-02-23T00:16:45Z,,false,R2_VELOCIDAD,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_13
AL0000172,PATRON_SOSPECHOSO,4,0.76,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0004747,2026-02-28T00:29:57Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000173,VELOCIDAD_ANOMALA,4,0.79,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0001469,2026-03-01T22:34:08Z,,false,R2_VELOCIDAD,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000174,PATRON_SOSPECHOSO,4,0.78,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0006774,2026-03-05T12:36:27Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_22
AL0000175,PATRON_SOSPECHOSO,4,0.81,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007820,2026-03-12T03:38:29Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_08
AL0000176,COMERCIO_BLACKLIST,4,0.79,EN_INVESTIGACION,Alerta generada por COMERCIO_BLACKLIST en transaccion TX0006700,2026-03-13T19:37:32Z,,false,R3_COMERCIO_BLACKLIST|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_04
AL0000177,PATRON_SOSPECHOSO,4,0.79,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0007843,2026-03-15T23:10:25Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_03
AL0000178,VELOCIDAD_ANOMALA,4,0.74,EN_INVESTIGACION,Alerta generada por VELOCIDAD_ANOMALA en transaccion TX0002662,2026-03-17T04:11:52Z,,false,R2_VELOCIDAD|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_09
AL0000179,PATRON_SOSPECHOSO,4,0.83,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0005411,2026-04-06T05:49:24Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_14
AL0000180,PATRON_SOSPECHOSO,4,0.75,ABIERTA,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008654,2026-04-10T04:44:24Z,,false,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_21
AL0000181,DISPOSITIVO_COMPROMETIDO,4,0.83,ABIERTA,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0007266,2026-04-12T03:39:24Z,,false,R4_DISPOSITIVO,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_01
AL0000182,DISPOSITIVO_COMPROMETIDO,4,0.81,EN_INVESTIGACION,Alerta generada por DISPOSITIVO_COMPROMETIDO en transaccion TX0004412,2025-10-28T06:08:33Z,,false,R4_DISPOSITIVO|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_18
AL0000183,PATRON_SOSPECHOSO,4,0.83,EN_INVESTIGACION,Alerta generada por PATRON_SOSPECHOSO en transaccion TX0008445,2025-11-02T15:32:30Z,,true,R5_PATRON_RED|R7_GEO_MISMATCH,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_07
AL0000184,ALTO_MONTO_INTERNACIONAL,4,0.80,ABIERTA,Alerta generada por ALTO_MONTO_INTERNACIONAL en transaccion TX0003698,2025-11-04T03:09:12Z,,false,R1_ALTO_MONTO_INTL|R7_GEO_MISMATCH|R8_HIGH_VALUE,monitoreo_reforzado|bloquear_temporal|contactar_cliente,analista_06
