tx_id,alerta_id,regla,score_modelo,version_modelo,fecha_deteccion,auto_bloqueo
TX0006004,AL0001113,R5_PATRON_RED,0.63,v1.1,2026-03-28T13:32:11Z,false
TX0005310,AL0001114,R3_COMERCIO_BLACKLIST,0.65,v1.0,2026-03-29T11:41:28Z,false
TX0007160,AL0001115,R2_VELOCIDAD,0.55,v2.0,2026-04-06T13:15:02Z,false
TX0008423,AL0001116,R5_PATRON_RED,0.65,v1.1,2026-04-06T13:40:07Z,false
TX0008473,AL0001117,R3_COMERCIO_BLACKLIST,0.59,v1.1,2026-04-06T22:33:43Z,false
TX0005036,AL0001118,R5_PATRON_RED,0.63,v1.1,2026-04-08T02:14:15Z,false
TX0000648,AL0001119,R5_PATRON_RED,0.57,v2.0,2026-04-12T04:08:36Z,false
TX0008101,AL0001120,R5_PATRON_RED,0.63,v1.1,2026-04-12T15:18:44Z,false
TX0005013,AL0001121,R5_PATRON_RED,0.62,v1.1,2026-04-15T02:18:42Z,false
TX0008773,AL0001122,R5_PATRON_RED,0.60,v2.0,2026-04-15T04:21:13Z,false
TX0008056,AL0001123,R5_PATRON_RED,0.60,v2.0,2026-04-18T01:17:27Z,false
TX0006367,AL0001124,R1_ALTO_MONTO_INTL,0.56,v1.1,2026-04-18T18:46:45Z,false
TX0008809,AL0001125,R5_PATRON_RED,0.59,v1.1,2025-10-24T06:55:31Z,false
TX0000294,AL0001126,R5_PATRON_RED,0.57,v1.1,2025-10-25T08:34:52Z,false
TX0003321,AL0001127,R4_DISPOSITIVO,0.65,v1.1,2025-10-26T17:54:49Z,false
TX0001940,AL0001128,R5_PATRON_RED,0.65,v1.0,2025-10-29T01:06:33Z,false
TX0004567,AL0001129,R3_COMERCIO_BLACKLIST,0.57,v1.1,2025-10-29T03:08:09Z,false
TX0005840,AL0001130,R5_PATRON_RED,0.55,v1.0,2025-10-30T16:05:41Z,false
TX0005111,AL0001131,R5_PATRON_RED,0.58,v1.1,2025-11-01T06:51:24Z,false
TX0004982,AL0001132,R4_DISPOSITIVO,0.65,v1.0,2025-11-01T16:16:17Z,false
TX0005897,AL0001133,R5_PATRON_RED,0.61,v2.0,2025-11-06T22:30:02Z,false
TX0008644,AL0001134,R2_VELOCIDAD,0.56,v1.1,2025-11-15T16:41:19Z,false
TX0007981,AL0001135,R4_DISPOSITIVO,0.53,v2.0,2025-11-19T10:31:55Z,false
TX0007041,AL0001136,R5_PATRON_RED,0.57,v1.1,2025-11-20T06:33:40Z,false
TX0003283,AL0001137,R2_VELOCIDAD,0.63,v2.0,2025-11-20T18:11:59Z,false
TX0004964,AL0001138,R1_ALTO_MONTO_INTL,0.59,v2.0,2025-11-22T00:28:17Z,false
TX0008886,AL0001139,R5_PATRON_RED,0.60,v1.1,2025-11-24T00:48:17Z,false
TX0003817,AL0001140,R5_PATRON_RED,0.61,v1.1,2025-11-24T11:34:30Z,false
TX0008192,AL0001141,R5_PATRON_RED,0.60,v2.0,2025-11-24T11:47:11Z,false
TX0000521,AL0001142,R5_PATRON_RED,0.58,v1.1,2025-11-24T14:51:42Z,false
TX0005989,AL0001143,R5_PATRON_RED,0.53,v1.1,2025-11-25T22:58:31Z,false
TX0007932,AL0001144,R5_PATRON_RED,0.59,v1.1,2025-12-01T00:20:46Z,false
TX0002312,AL0001145,R4_DISPOSITIVO,0.65,v2.0,2025-12-01T19:27:56Z,false
TX0004779,AL0001146,R5_PATRON_RED,0.53,v1.1,2025-12-01T22:10:39Z,false
TX0006972,AL0001147,R5_PATRON_RED,0.65,v1.1,2025-12-02T15:13:28Z,false
TX0001252,AL0001148,R5_PATRON_RED,0.57,v1.1,2025-12-03T10:14:43Z,false
TX0000623,AL0001149,R5_PATRON_RED,0.59,v1.1,2025-12-04T08:05:37Z,false
TX0000475,AL0001150,R5_PATRON_RED,0.64,v1.1,2025-12-06T07:52:00Z,false
TX0008559,AL0001151,R1_ALTO_MONTO_INTL,0.54,v2.0,2025-12-10T19:13:32Z,false
TX0000611,AL0001152,R2_VELOCIDAD,0.59,v2.0,2025-12-17T20:24:59Z,false
TX0003084,AL0001153,R5_PATRON_RED,0.60,v1.1,2025-12-18T20:51:17Z,false
TX0003031,AL0001154,R5_PATRON_RED,0.55,v1.1,2025-12-22T07:24:10Z,false
TX0002717,AL0001155,R1_ALTO_MONTO_INTL,0.63,v1.0,2025-12-23T21:23:52Z,false
TX0003047,AL0001156,R5_PATRON_RED,0.56,v2.0,2026-01-01T10:54:58Z,false
TX0003386,AL0001157,R5_PATRON_RED,0.61,v1.1,2026-01-03T00:37:08Z,false
TX0003640,AL0001158,R5_PATRON_RED,0.59,v1.1,2026-01-07T16:27:29Z,false
TX0002409,AL0001159,R2_VELOCIDAD,0.64,v2.0,2026-01-09T01:13:50Z,false
TX0002392,AL0001160,R3_COMERCIO_BLACKLIST,0.63,v1.1,2026-01-10T10:47:00Z,false
TX0004399,AL0001161,R5_PATRON_RED,0.64,v2.0,2026-01-10T16:00:10Z,false
TX0008965,AL0001162,R5_PATRON_RED,0.59,v2.0,2026-01-11T09:23:46Z,false
TX0006722,AL0001163,R5_PATRON_RED,0.62,v2.0,2026-01-15T14:19:44Z,false
TX0003385,AL0001164,R5_PATRON_RED,0.62,v2.0,2026-01-18T10:01:42Z,false
TX0006013,AL0001165,R5_PATRON_RED,0.63,v1.1,2026-01-18T11:32:25Z,false
TX0004004,AL0001166,R5_PATRON_RED,0.58,v1.0,2026-01-19T08:37:54Z,false
TX0004348,AL0001167,R5_PATRON_RED,0.61,v1.1,2026-01-20T00:43:47Z,false
TX0001994,AL0001168,R2_VELOCIDAD,0.54,v1.1,2026-01-20T11:03:13Z,false
TX0003413,AL0001169,R5_PATRON_RED,0.56,v1.1,2026-01-20T15:25:08Z,false
TX0006816,AL0001170,R1_ALTO_MONTO_INTL,0.59,v1.1,2026-01-20T17:37:19Z,false
TX0005710,AL0001171,R5_PATRON_RED,0.60,v2.0,2026-01-21T17:12:57Z,false
TX0001395,AL0001172,R5_PATRON_RED,0.59,v1.1,2026-01-23T05:16:58Z,false
TX0003440,AL0001173,R5_PATRON_RED,0.56,v1.1,2026-01-25T22:48:56Z,false
TX0000995,AL0001174,R2_VELOCIDAD,0.59,v2.0,2026-01-27T19:35:00Z,false
TX0005131,AL0001175,R5_PATRON_RED,0.64,v1.1,2026-01-27T19:47:06Z,false
TX0002951,AL0001176,R5_PATRON_RED,0.61,v2.0,2026-01-29T03:27:57Z,false
TX0008974,AL0001177,R5_PATRON_RED,0.62,v1.1,2026-01-30T15:31:07Z,false
TX0002441,AL0001178,R5_PATRON_RED,0.54,v1.1,2026-02-01T09:34:29Z,false
TX0007564,AL0001179,R5_PATRON_RED,0.55,v1.0,2026-02-03T22:06:40Z,false
TX0000594,AL0001180,R4_DISPOSITIVO,0.62,v1.1,2026-02-04T10:31:28Z,false
TX0008597,AL0001181,R5_PATRON_RED,0.59,v1.1,2026-02-05T11:44:32Z,false
TX0004804,AL0001182,R5_PATRON_RED,0.54,v1.0,2026-02-07T15:16:25Z,false
TX0000499,AL0001183,R2_VELOCIDAD,0.59,v1.1,2026-02-08T17:49:38Z,false
TX0001777,AL0001184,R2_VELOCIDAD,0.56,v2.0,2026-02-11T14:58:48Z,false
TX0005823,AL0001185,R5_PATRON_RED,0.61,v1.0,2026-02-13T06:11:54Z,false
TX0001848,AL0001186,R4_DISPOSITIVO,0.63,v1.1,2026-02-22T16:33:11Z,false
TX0004710,AL0001187,R5_PATRON_RED,0.63,v2.0,2026-02-23T21:22:07Z,false
TX0008981,AL0001188,R5_PATRON_RED,0.64,v1.0,2026-02-27T13:06:08Z,false
TX0007461,AL0001189,R5_PATRON_RED,0.55,v1.1,2026-02-28T02:37:41Z,false
TX0002089,AL0001190,R4_DISPOSITIVO,0.62,v2.0,2026-03-01T22:28:23Z,false
TX0000777,AL0001191,R4_DISPOSITIVO,0.58,v1.1,2026-03-04T08:36:13Z,false
TX0002040,AL0001192,R2_VELOCIDAD,0.56,v1.1,2026-03-07T20:42:42Z,false
TX0005899,AL0001193,R4_DISPOSITIVO,0.65,v1.1,2026-03-13T17:15:44Z,false
TX0001789,AL0001194,R3_COMERCIO_BLACKLIST,0.62,v2.0,2026-03-14T04:58:33Z,false
TX0007968,AL0001195,R5_PATRON_RED,0.61,v1.0,2026-03-14T06:20:07Z,false
TX0004749,AL0001196,R2_VELOCIDAD,0.55,v2.0,2026-03-14T13:01:56Z,false
TX0007398,AL0001197,R5_PATRON_RED,0.59,v1.1,2026-03-18T09:47:35Z,false
TX0007147,AL0001198,R1_ALTO_MONTO_INTL,0.61,v1.1,2026-03-20T11:38:02Z,false
TX0008448,AL0001199,R5_PATRON_RED,0.60,v2.0,2026-03-22T03:52:54Z,false
TX0001796,AL0001200,R5_PATRON_RED,0.61,v1.1,2026-03-22T04:40:13Z,false
TX0005586,AL0001201,R2_VELOCIDAD,0.53,v1.1,2026-03-22T12:22:16Z,false
TX0005080,AL0001202,R5_PATRON_RED,0.62,v1.1,2026-03-22T23:59:25Z,false
TX0002088,AL0001203,R5_PATRON_RED,0.56,v1.1,2026-03-24T08:32:21Z,false
TX0006127,AL0001204,R5_PATRON_RED,0.56,v1.1,2026-03-25T14:57:48Z,false
TX0008798,AL0001205,R5_PATRON_RED,0.56,v1.1,2026-03-27T04:24:14Z,false
TX0005541,AL0001206,R5_PATRON_RED,0.65,v1.0,2026-03-28T20:32:50Z,false
TX0004986,AL0001207,R5_PATRON_RED,0.55,v1.1,2026-03-29T12:03:12Z,false
TX0007837,AL0001208,R4_DISPOSITIVO,0.55,v2.0,2026-03-31T00:14:36Z,false
TX0008348,AL0001209,R5_PATRON_RED,0.64,v1.0,2026-04-05T11:58:00Z,false
TX0007592,AL0001210,R5_PATRON_RED,0.65,v1.0,2026-04-06T22:45:38Z,false
TX0004098,AL0001211,R2_VELOCIDAD,0.53,v1.1,2026-04-07T01:15:37Z,false
TX0006250,AL0001212,R5_PATRON_RED,0.61,v2.0,2026-04-09T00:29:18Z,false
TX0008224,AL0001213,R2_VELOCIDAD,0.55,v2.0,2026-04-09T18:35:16Z,false
TX0006598,AL0001214,R5_PATRON_RED,0.63,v1.0,2026-04-09T23:18:06Z,false
TX0003907,AL0001215,R5_PATRON_RED,0.59,v1.1,2026-04-09T23:40:33Z,false
TX0002142,AL0001216,R5_PATRON_RED,0.53,v1.0,2026-04-11T19:52:21Z,false
TX0001911,AL0001217,R5_PATRON_RED,0.64,v1.1,2026-04-15T04:58:46Z,false
TX0006208,AL0001218,R2_VELOCIDAD,0.57,v1.1,2026-04-16T00:57:29Z,false
TX0007824,AL0001219,R4_DISPOSITIVO,0.56,v1.1,2025-10-24T14:29:06Z,false
TX0002938,AL0001220,R5_PATRON_RED,0.53,v1.1,2025-10-25T04:23:42Z,false
TX0008057,AL0001221,R5_PATRON_RED,0.60,v1.1,2025-10-25T12:14:16Z,false
TX0000939,AL0001222,R5_PATRON_RED,0.64,v1.1,2025-10-26T08:45:19Z,false
TX0003980,AL0001223,R5_PATRON_RED,0.63,v2.0,2025-10-31T15:44:39Z,false
TX0005303,AL0001224,R5_PATRON_RED,0.60,v1.1,2025-11-04T00:22:28Z,false
TX0004165,AL0001225,R5_PATRON_RED,0.58,v2.0,2025-11-04T10:12:31Z,false
TX0004378,AL0001226,R5_PATRON_RED,0.56,v1.1,2025-11-05T05:01:56Z,false
TX0003910,AL0001227,R2_VELOCIDAD,0.63,v1.0,2025-11-05T17:54:03Z,false
TX0000810,AL0001228,R5_PATRON_RED,0.61,v2.0,2025-11-06T14:13:21Z,false
TX0000139,AL0001229,R5_PATRON_RED,0.58,v1.1,2025-11-07T06:28:34Z,false
TX0008317,AL0001230,R5_PATRON_RED,0.55,v2.0,2025-11-07T18:36:25Z,false
TX0007132,AL0001231,R4_DISPOSITIVO,0.57,v2.0,2025-11-08T01:14:56Z,false
TX0002515,AL0001232,R5_PATRON_RED,0.54,v1.1,2025-11-09T17:31:05Z,false
TX0005774,AL0001233,R5_PATRON_RED,0.64,v1.0,2025-11-11T08:22:11Z,false
TX0004609,AL0001234,R1_ALTO_MONTO_INTL,0.60,v1.1,2025-11-13T08:35:50Z,false
TX0006110,AL0001235,R5_PATRON_RED,0.54,v1.1,2025-11-16T05:07:11Z,false
TX0001744,AL0001236,R5_PATRON_RED,0.63,v1.1,2025-11-17T23:24:41Z,false
TX0004528,AL0001237,R5_PATRON_RED,0.58,v1.1,2025-11-20T15:48:33Z,false
TX0007492,AL0001238,R5_PATRON_RED,0.62,v1.1,2025-11-22T01:56:33Z,false
TX0001162,AL0001239,R2_VELOCIDAD,0.59,v1.1,2025-11-24T19:25:51Z,false
TX0003613,AL0001240,R5_PATRON_RED,0.62,v2.0,2025-11-26T05:00:34Z,false
TX0001890,AL0001241,R5_PATRON_RED,0.56,v1.0,2025-11-27T08:36:30Z,false
TX0006837,AL0001242,R2_VELOCIDAD,0.62,v2.0,2025-11-28T17:05:57Z,false
TX0000563,AL0001243,R5_PATRON_RED,0.55,v2.0,2025-11-30T18:47:14Z,false
TX0001050,AL0001244,R5_PATRON_RED,0.56,v2.0,2025-12-03T12:18:34Z,false
TX0007241,AL0001245,R5_PATRON_RED,0.59,v1.1,2025-12-04T03:23:43Z,false
TX0003054,AL0001246,R5_PATRON_RED,0.64,v1.1,2025-12-05T02:44:36Z,false
TX0007095,AL0001247,R5_PATRON_RED,0.56,v1.1,2025-12-05T03:54:41Z,false
TX0000982,AL0001248,R2_VELOCIDAD,0.55,v1.1,2025-12-06T05:02:04Z,false
TX0002970,AL0001249,R4_DISPOSITIVO,0.52,v1.1,2025-12-06T05:49:52Z,false
TX0000043,AL0001250,R2_VELOCIDAD,0.62,v1.0,2025-12-08T02:08:15Z,false
TX0006147,AL0001251,R5_PATRON_RED,0.58,v1.1,2025-12-09T14:53:24Z,false
TX0003974,AL0001252,R2_VELOCIDAD,0.63,v1.1,2025-12-11T07:03:51Z,false
TX0005381,AL0001253,R5_PATRON_RED,0.53,v1.0,2025-12-13T09:40:46Z,false
TX0001168,AL0001254,R5_PATRON_RED,0.61,v1.0,2025-12-15T22:08:43Z,false
TX0008763,AL0001255,R4_DISPOSITIVO,0.59,v1.0,2025-12-21T02:22:05Z,false
TX0005926,AL0001256,R3_COMERCIO_BLACKLIST,0.61,v1.1,2025-12-23T15:29:47Z,false
TX0000813,AL0001257,R5_PATRON_RED,0.56,v1.1,2025-12-25T15:42:19Z,false
TX0002451,AL0001258,R5_PATRON_RED,0.55,v1.1,2025-12-29T22:55:34Z,false
TX0005328,AL0001259,R5_PATRON_RED,0.54,v1.1,2025-12-31T02:22:48Z,false
TX0006256,AL0001260,R4_DISPOSITIVO,0.60,v2.0,2026-01-06T00:20:03Z,false
TX0000876,AL0001261,R5_PATRON_RED,0.61,v2.0,2026-01-11T20:10:45Z,false
TX0003171,AL0001262,R5_PATRON_RED,0.62,v1.1,2026-01-12T01:22:07Z,false
TX0008575,AL0001263,R4_DISPOSITIVO,0.57,v2.0,2026-01-13T01:16:44Z,false
TX0004480,AL0001264,R5_PATRON_RED,0.59,v1.1,2026-01-13T19:17:26Z,false
TX0008015,AL0001265,R5_PATRON_RED,0.61,v1.1,2026-01-15T03:12:07Z,false
TX0000511,AL0001266,R2_VELOCIDAD,0.60,v2.0,2026-01-17T05:25:11Z,false
TX0003336,AL0001267,R5_PATRON_RED,0.60,v1.1,2026-01-17T13:15:35Z,false
TX0003764,AL0001268,R5_PATRON_RED,0.57,v1.1,2026-01-19T03:09:33Z,false
TX0002643,AL0001269,R5_PATRON_RED,0.57,v1.0,2026-01-19T14:14:45Z,false
TX0007580,AL0001270,R5_PATRON_RED,0.56,v1.1,2026-01-21T02:46:54Z,false
TX0007513,AL0001271,R5_PATRON_RED,0.64,v1.1,2026-01-21T03:29:32Z,false
TX0001457,AL0001272,R5_PATRON_RED,0.59,v1.1,2026-01-21T04:05:03Z,false
TX0004057,AL0001273,R5_PATRON_RED,0.53,v1.1,2026-01-24T10:26:50Z,false
TX0002147,AL0001274,R5_PATRON_RED,0.60,v1.0,2026-01-30T05:50:46Z,false
TX0007866,AL0001275,R5_PATRON_RED,0.55,v1.0,2026-02-01T00:41:55Z,false
TX0006795,AL0001276,R5_PATRON_RED,0.53,v1.1,2026-02-01T20:29:09Z,false
TX0001119,AL0001277,R5_PATRON_RED,0.56,v1.0,2026-02-02T16:39:33Z,false
TX0008255,AL0001278,R5_PATRON_RED,0.52,v1.1,2026-02-04T13:24:07Z,false
TX0003257,AL0001279,R5_PATRON_RED,0.60,v1.0,2026-02-10T17:32:06Z,false
TX0007845,AL0001280,R4_DISPOSITIVO,0.63,v2.0,2026-02-13T12:31:11Z,false
TX0004392,AL0001281,R5_PATRON_RED,0.61,v2.0,2026-02-13T19:33:16Z,false
TX0004705,AL0001282,R5_PATRON_RED,0.58,v1.0,2026-02-14T20:10:28Z,false
TX0004748,AL0001283,R5_PATRON_RED,0.57,v2.0,2026-02-18T08:50:11Z,false
TX0003128,AL0001284,R3_COMERCIO_BLACKLIST,0.54,v1.0,2026-02-19T13:13:06Z,false
TX0002851,AL0001285,R5_PATRON_RED,0.60,v1.1,2026-02-19T21:40:13Z,false
TX0004075,AL0001286,R4_DISPOSITIVO,0.58,v2.0,2026-02-20T12:02:06Z,false
TX0001470,AL0001287,R2_VELOCIDAD,0.63,v1.0,2026-02-21T10:21:43Z,false
TX0002001,AL0001288,R5_PATRON_RED,0.63,v1.1,2026-02-21T22:47:12Z,false
TX0000391,AL0001289,R2_VELOCIDAD,0.57,v1.0,2026-02-24T23:26:02Z,false
TX0008649,AL0001290,R5_PATRON_RED,0.61,v1.1,2026-02-28T13:24:47Z,false
TX0003641,AL0001291,R5_PATRON_RED,0.56,v2.0,2026-03-02T11:20:07Z,false
TX0004571,AL0001292,R5_PATRON_RED,0.57,v2.0,2026-03-05T09:20:45Z,false
TX0002625,AL0001293,R5_PATRON_RED,0.54,v1.1,2026-03-06T01:27:20Z,false
TX0003388,AL0001294,R5_PATRON_RED,0.56,v2.0,2026-03-06T21:24:25Z,false
TX0005352,AL0001295,R2_VELOCIDAD,0.54,v2.0,2026-03-12T02:00:30Z,false
TX0005064,AL0001296,R5_PATRON_RED,0.59,v1.1,2026-03-12T17:34:12Z,false
TX0006448,AL0001297,R5_PATRON_RED,0.59,v1.1,2026-03-15T02:18:35Z,false
TX0003830,AL0001298,R5_PATRON_RED,0.64,v2.0,2026-03-20T01:49:57Z,false
TX0004835,AL0001299,R4_DISPOSITIVO,0.52,v1.1,2026-03-24T10:23:12Z,false
TX0002064,AL0001300,R5_PATRON_RED,0.63,v1.0,2026-03-24T23:04:15Z,false
TX0003266,AL0001301,R2_VELOCIDAD,0.55,v1.0,2026-03-25T02:24:54Z,false
TX0006512,AL0001302,R5_PATRON_RED,0.63,v1.1,2026-03-27T03:37:31Z,false
TX0004021,AL0001303,R5_PATRON_RED,0.55,v1.1,2026-03-30T04:35:25Z,false
TX0003942,AL0001304,R5_PATRON_RED,0.53,v2.0,2026-03-31T22:42:25Z,false
TX0005466,AL0001305,R4_DISPOSITIVO,0.64,v1.1,2026-04-01T22:22:17Z,false
TX0001755,AL0001306,R4_DISPOSITIVO,0.57,v1.1,2026-04-05T02:14:53Z,false
TX0002803,AL0001307,R5_PATRON_RED,0.60,v1.0,2026-04-05T22:17:43Z,false
TX0005151,AL0001308,R2_VELOCIDAD,0.57,v2.0,2026-04-08T18:11:46Z,false
TX0002973,AL0001309,R5_PATRON_RED,0.63,v1.0,2026-04-09T04:11:33Z,false
TX0001561,AL0001310,R5_PATRON_RED,0.58,v1.1,2026-04-09T11:27:28Z,false
TX0000114,AL0001311,R5_PATRON_RED,0.55,v1.0,2026-04-10T03:30:29Z,false
TX0000612,AL0001312,R4_DISPOSITIVO,0.63,v1.1,2026-04-12T06:15:38Z,false
TX0000201,AL0001313,R5_PATRON_RED,0.57,v2.0,2026-04-12T12:23:05Z,false
TX0008767,AL0001314,R2_VELOCIDAD,0.58,v1.0,2026-04-12T23:27:01Z,false
TX0003374,AL0001315,R5_PATRON_RED,0.59,v1.1,2026-04-15T23:06:33Z,false
TX0007742,AL0001316,R5_PATRON_RED,0.54,v2.0,2026-04-17T01:59:45Z,false
TX0007156,AL0001317,R5_PATRON_RED,0.56,v1.0,2025-10-24T00:27:33Z,false
TX0005284,AL0001318,R2_VELOCIDAD,0.57,v1.0,2025-10-31T18:56:47Z,false
TX0008316,AL0001319,R4_DISPOSITIVO,0.59,v1.1,2025-11-01T14:26:20Z,false
TX0007298,AL0001320,R5_PATRON_RED,0.52,v2.0,2025-11-02T09:05:34Z,false
TX0003409,AL0001321,R2_VELOCIDAD,0.52,v1.0,2025-11-06T09:02:33Z,false
TX0003612,AL0001322,R5_PATRON_RED,0.62,v2.0,2025-11-09T04:59:14Z,false
TX0002735,AL0001323,R5_PATRON_RED,0.62,v1.1,2025-11-09T06:59:15Z,false
TX0003996,AL0001324,R5_PATRON_RED,0.56,v1.1,2025-11-09T23:20:56Z,false
TX0003355,AL0001325,R5_PATRON_RED,0.61,v2.0,2025-11-11T05:14:03Z,false
TX0006059,AL0001326,R5_PATRON_RED,0.53,v2.0,2025-11-17T11:34:37Z,false
TX0008174,AL0001327,R3_COMERCIO_BLACKLIST,0.60,v2.0,2025-11-19T01:37:17Z,false
TX0002185,AL0001328,R3_COMERCIO_BLACKLIST,0.54,v1.1,2025-11-20T19:25:31Z,false
TX0007495,AL0001329,R5_PATRON_RED,0.51,v1.0,2025-11-22T19:43:46Z,false
TX0008439,AL0001330,R5_PATRON_RED,0.53,v2.0,2025-11-25T04:56:54Z,false
TX0008830,AL0001331,R5_PATRON_RED,0.51,v1.1,2025-11-26T03:38:42Z,false
TX0007369,AL0001332,R5_PATRON_RED,0.56,v2.0,2025-11-26T21:48:49Z,false
TX0005066,AL0001333,R4_DISPOSITIVO,0.51,v1.0,2025-11-28T19:25:42Z,false
TX0001559,AL0001334,R5_PATRON_RED,0.62,v1.0,2025-11-30T01:44:20Z,false
TX0003921,AL0001335,R5_PATRON_RED,0.61,v1.1,2025-12-06T14:40:11Z,false
TX0005648,AL0001336,R5_PATRON_RED,0.59,v1.0,2025-12-10T17:17:17Z,false
TX0006934,AL0001337,R5_PATRON_RED,0.56,v1.1,2025-12-10T21:43:54Z,false
TX0003222,AL0001338,R4_DISPOSITIVO,0.55,v1.1,2025-12-13T07:36:18Z,false
TX0005625,AL0001339,R4_DISPOSITIVO,0.63,v2.0,2025-12-14T14:48:12Z,false
TX0007312,AL0001340,R5_PATRON_RED,0.62,v1.1,2025-12-15T15:14:15Z,false
TX0005902,AL0001341,R5_PATRON_RED,0.57,v1.1,2025-12-23T17:46:54Z,false
TX0002862,AL0001342,R5_PATRON_RED,0.51,v1.1,2025-12-24T02:21:02Z,false
TX0006212,AL0001343,R5_PATRON_RED,0.54,v2.0,2025-12-24T11:16:15Z,false
TX0008051,AL0001344,R5_PATRON_RED,0.54,v1.1,2026-01-02T22:03:16Z,false
TX0008777,AL0001345,R5_PATRON_RED,0.52,v1.1,2026-01-06T23:22:54Z,false
TX0001445,AL0001346,R4_DISPOSITIVO,0.62,v1.1,2026-01-11T08:20:21Z,false
TX0004827,AL0001347,R5_PATRON_RED,0.54,v1.1,2026-01-12T12:37:59Z,false
TX0002947,AL0001348,R4_DISPOSITIVO,0.57,v2.0,2026-01-13T06:07:44Z,false
TX0005800,AL0001349,R2_VELOCIDAD,0.53,v1.1,2026-01-14T00:58:54Z,false
TX0007224,AL0001350,R5_PATRON_RED,0.61,v1.0,2026-01-14T05:33:27Z,false
TX0004438,AL0001351,R3_COMERCIO_BLACKLIST,0.61,v2.0,2026-01-16T03:11:51Z,false
TX0006614,AL0001352,R5_PATRON_RED,0.58,v1.1,2026-01-21T15:06:02Z,false
TX0001075,AL0001353,R5_PATRON_RED,0.57,v1.1,2026-01-29T08:46:35Z,false
TX0002687,AL0001354,R5_PATRON_RED,0.58,v1.1,2026-02-01T07:38:46Z,false
TX0005808,AL0001355,R5_PATRON_RED,0.57,v1.1,2026-02-03T06:16:04Z,false
TX0004958,AL0001356,R5_PATRON_RED,0.53,v1.1,2026-02-03T06:58:56Z,false
TX0003004,AL0001357,R5_PATRON_RED,0.61,v2.0,2026-02-03T23:22:11Z,false
TX0001181,AL0001358,R2_VELOCIDAD,0.61,v1.1,2026-02-06T20:56:55Z,false
TX0001611,AL0001359,R2_VELOCIDAD,0.62,v1.0,2026-02-16T08:54:43Z,false
TX0002355,AL0001360,R5_PATRON_RED,0.59,v1.0,2026-02-19T23:23:54Z,false
TX0003973,AL0001361,R5_PATRON_RED,0.61,v1.1,2026-03-01T21:44:02Z,false
TX0002488,AL0001362,R5_PATRON_RED,0.56,v1.1,2026-03-02T13:06:24Z,false
TX0006317,AL0001363,R2_VELOCIDAD,0.58,v2.0,2026-03-03T13:04:59Z,false
TX0000585,AL0001364,R5_PATRON_RED,0.58,v1.0,2026-03-04T18:31:18Z,false
TX0007315,AL0001365,R5_PATRON_RED,0.58,v1.0,2026-03-05T21:00:37Z,false
TX0001492,AL0001366,R5_PATRON_RED,0.53,v1.1,2026-03-06T07:03:31Z,false
TX0001021,AL0001367,R3_COMERCIO_BLACKLIST,0.54,v2.0,2026-03-06T09:27:15Z,false
TX0007325,AL0001368,R5_PATRON_RED,0.53,v1.1,2026-03-10T12:32:02Z,false
TX0002593,AL0001369,R5_PATRON_RED,0.62,v2.0,2026-03-13T05:20:50Z,false
TX0007912,AL0001370,R2_VELOCIDAD,0.59,v2.0,2026-03-13T18:22:46Z,false
TX0001450,AL0001371,R2_VELOCIDAD,0.52,v2.0,2026-03-18T01:26:26Z,false
TX0005997,AL0001372,R5_PATRON_RED,0.60,v1.1,2026-03-19T18:12:28Z,false
TX0003684,AL0001373,R2_VELOCIDAD,0.58,v2.0,2026-03-22T17:28:36Z,false
TX0004127,AL0001374,R2_VELOCIDAD,0.53,v1.1,2026-03-22T19:27:58Z,false
TX0006423,AL0001375,R5_PATRON_RED,0.58,v1.1,2026-03-23T03:06:34Z,false
TX0003868,AL0001376,R4_DISPOSITIVO,0.53,v1.1,2026-03-25T15:21:52Z,false
TX0008339,AL0001377,R5_PATRON_RED,0.52,v2.0,2026-03-26T18:27:44Z,false
TX0002099,AL0001378,R5_PATRON_RED,0.59,v1.0,2026-03-27T13:14:10Z,false
TX0001725,AL0001379,R5_PATRON_RED,0.63,v1.1,2026-03-27T22:04:52Z,false
TX0002635,AL0001380,R3_COMERCIO_BLACKLIST,0.56,v2.0,2026-03-29T15:51:53Z,false
TX0006368,AL0001381,R5_PATRON_RED,0.62,v1.1,2026-03-31T08:28:40Z,false
TX0007327,AL0001382,R5_PATRON_RED,0.61,v1.1,2026-04-01T05:13:19Z,false
TX0000877,AL0001383,R5_PATRON_RED,0.55,v1.0,2026-04-02T23:26:05Z,false
TX0002731,AL0001384,R2_VELOCIDAD,0.60,v1.1,2026-04-03T15:34:45Z,false
TX0000103,AL0001385,R5_PATRON_RED,0.62,v1.1,2026-04-10T08:42:48Z,false
TX0007114,AL0001386,R5_PATRON_RED,0.60,v1.0,2026-04-13T02:09:57Z,false
TX0006971,AL0001387,R5_PATRON_RED,0.54,v1.1,2025-10-27T09:59:25Z,false
TX0006750,AL0001388,R5_PATRON_RED,0.53,v1.0,2025-11-01T15:44:54Z,false
TX0003692,AL0001389,R5_PATRON_RED,0.53,v1.1,2025-11-02T19:28:27Z,false
TX0001811,AL0001390,R5_PATRON_RED,0.59,v1.0,2025-11-03T01:07:08Z,false
TX0008016,AL0001391,R4_DISPOSITIVO,0.52,v1.0,2025-11-03T11:09:53Z,false
TX0001966,AL0001392,R4_DISPOSITIVO,0.52,v1.1,2025-11-03T19:51:21Z,false
